meta_system_id,meta_station_id,name,short_name,external_id,address,latitude,longitude,is_charging_station,state,station_type
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_19tYXwn8Qi15vQLoe1GLS5xk,416 - Ramírez Tomé,416,1977,"Calle Ramirez Tomé, 33",40.38875618103898,-3.645973936176305,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1xGk74qwmFkyzjPYRrtEmCpx,"353 - Mercedes Arteaga, 21",353,2041,"Calle Mercedes Arteaga, 21",40.39251608002938,-3.7222175704754585,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_17N8F8RmPZJkNbmnLZhsPSqS,397 - Centro Deportivo Municipal Orcasur,397,2061,"Calle Moreja, 30",40.36809336,-3.6983803799999997,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1nq7LhKmGTBqnMWz5ZPhqnHS,530 - Metro Mar de Cristal,530,2106,"Calle de los Emigrantes, 15",40.4685745,-3.6378834900000006,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1Xo0kjatRGdr74okUNmzWgtF,"519 - Troya, 11",519,2157,"Calle Troya, 11",40.43699597,-3.61191521,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1vvbtrlVCuq9oOHFnFilwAR0,150 - Castellana - Hermanos Pinzón,150,2224,"Paseo de la castellana, 124",40.4491,-3.6908,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1iHtb3UxmXkoYWKItq0sGUYL,558 - Biblioteca Pública Mpal. Gloria Fuertes,558,2237,CalleBahía de Cádiz (cruce con Avenida Logroño),40.461137,-3.5937120000000005,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1kQrHuvTSmDmo3n8Zc8XoxDf,608 - Estella - Camino de Santiago,608,2298,"Calle Estella, 21",40.4968198,-3.6743568,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_101aeCzTwlqHGDrtz5e9ykDI,340 - Illescas - Seseña,340,2334,"Calle Illescas, 1",40.3970983,-3.7656975999999998,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1gyJ9HweHwuN4cnmyAxK7c1C,449 - Metro Congosto,449,2182,"Calle del Pico Chilegua, 3",40.37286701,-3.6186910599999997,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1d36Sk57Jx0AOaaxDXoDJbyF,604 - Metro Las Tablas,604,2185,"Avenida del Camino de Santiago, 4",40.50910428,-3.6695521499999995,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1ODvY6wK8nA0qB7QQLTiINdx,348 - José de Cadalso - Rafael Finat,348,2186,"Calle José de cadalso, 62",40.37959145,-3.7702477799999996,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1wFVdNFo5vngAHK8LVtbWLoM,283 - Museo Nacional del Prado,283,2321,"Calle Felipe IV, 5",40.4152082,-3.6919057,false,active,physical
